date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month,ber_rating,bedrooms,bathrooms,floor_area
12/03/2026,"293 BEECH PARK, LUCAN, DUBLIN",Dublin,K78AX62,"€646,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"3 ASGARD PARK, HOWTH, DUBLIN 13",Dublin,D13DK51,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"3 PINAFORE VILLAS, MILITARY ROAD, ST LUKE'S",Cork,T23XEP8,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"3 The Court, Pairc Na Manach, Newbridge",Kildare,,"€418,502.20",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"30 GARTAN DRIVE, ESTUARY ROAD, SWORDS",Dublin,K67WC58,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"30 THE SYCAMORES, RATHMULLAN, CO. DONEGAL",Donegal,F92A890,"€171,810.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"31 MEADOW AVENUE, WHITEBROOK, PEMBROKESTOWN",Wexford,Y35K2AY,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"31 SOUTH PARK, FOXROCK, DUBLIN",Dublin,D18NX47,"€731,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"32 COOLBAWN MEADOWS, CASTLECONNELL, LIMERICK",Limerick,V949D96,"€190,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"34 NUGENT ROAD, CHURCHTOWN, DUBLIN 14",Dublin,D14AD60,"€1,775,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"35 TANEY AVE, GOATSTOWN, DUBLIN 14",Dublin,D14E0H2,"€875,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"36 HAZEL COURT, BALLINROBE, COUNTY MAYO",Mayo,F31X589,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"38 FRANCIS ST, WATERFORD CITY, CO WATERFORD",Waterford,X91V9HC,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"38 GRANGEVALE, PINECROFT, GRANGE",Cork,T12KVW8,"€422,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"38 MARLFIELD GARDENS, CABINTEELY, DUBLIN 18",Dublin,D18K7W2,"€995,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"4 LISIEUX PARK, GLASHEEN RD, CORK",Cork,T12A7N0,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"40 HILLSIDE PARK, RATHFARNHAM, DUBLIN 16",Dublin,D16K7C1,"€631,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"44 ANNSFIELD WOODS, BAYLOUGH, ATHLONE",Westmeath,N37X850,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"44 SHANAGARRY, MILLTOWN, DUBLIN 6",Dublin,D06RR99,"€629,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"444 MILLTOWN, CONVOY, LIFFORD",Donegal,F93CPP3,"€59,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"45 CEDAR GROVE, CARNDONAGH, DONEGAL",Donegal,F93AY67,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"49 LARKFIELD GROVE, HAROLDS CROSS, DUBLIN 6W",Dublin,D6WHW67,"€726,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 CONEY VIEW, CONEYBORO, ATHY",Kildare,,"€334,801.76",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 FOYLE RD, FAIRVIEW, DUBLIN 3",Dublin,D03P9V0,"€760,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 GLÓR NA D'TONN, MOUNTCHARLES, CO DONEGAL",Donegal,F94KW1H,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 HAYWOOD, BLESSINGTON, WICKLOW",Wicklow,W91PV02,"€430,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 KILLARNEY AVE, DUBLIN 3, DUBLIN",Dublin,D01X3V7,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 O DOUGHUE ST, INCHICORE, DUBLIN 8",Dublin,D08DC2C,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 THE BEECHES, CHAPEL RD, RATHMULLAN",Donegal,F92X7P3,"€672,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"5 WOODVALE, CARRICKMACROSS, MONAGHAN",Monaghan,A81DP64,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"52 Blossom Hill, Broomfield Village, Midleton",Cork,,"€615,903.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"54 DOCK MILL, BARROW ST, DUBLIN 4",Dublin,D04DP46,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"54 GLENHERON VIEW, GREYSTONES, WICKLOW",Wicklow,A63VY40,"€655,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"55 VIKING RD, STONEYBATTER, DUBLIN 7",Dublin,D07AY6H,"€463,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"56 SUMMERTOWN DR, WILTON, CORK",Cork,T12NXF7,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"58 Milltown Manor, Ashbourne, County Meath",Meath,,"€440,485.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 An Gallan Nua  Loughville, Lahinch Rd, Ennis",Clare,,"€330,512.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 Bellheather Sandwood, Portlaoise",Laois,,"€440,527.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 CHURCH RD, RATHCOOLE, DUBLIN",Dublin,D24WK40,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 HILLCREST HANOVER HOUSE, HANOVER RD, CARLOW",Carlow,R93A6Y5,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 Laracor Drive, Summerhill Village",Meath,,"€356,828.19",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 RUAMBEG AVENUE, RUANBEG MANOR, KILDARE",Kildare,R51NY54,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 SCOTS MARSH, WILLIAM STREET, WATERFORD",Waterford,X91HY44,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6 Synge Street, Dublin 8",Dublin,D08YP6H,"€785,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"64 CARRS MILL, DONABATE, DUBLIN",Dublin,K36H920,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"64 The Meadows, Elmbury, Carrigane Road",Cork,,"€352,422.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"6A ST JOHNS WOOD COURT, ASHBOURNE, MEATH",Meath,A84HD00,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"7 ODEAS ROAD, KILRUSH, CO CLARE",Clare,V15PH98,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"7 SHANARD AVE, SANTRY, DUBLIN 9",Dublin,D09E627,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"7 The Grove, Páirc Na Manach, Newbridge",Kildare,,"€405,286.34",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"7 Woodlands Grove, Woodlands Park, BLACKROCK",Dublin,,"€963,302.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"70 ARDVIEW, KNOCKADOSAN, RATHDRUM",Wicklow,,"€374,449.33",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"71 Ardview, Rathdrum",Wicklow,,"€358,590.31",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"71 RUANBEG CRESCENT, DUBLIN RD, KILDARE",Kildare,R51FP66,"€277,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"74 THE FAIRWAYS, ABBEYLEIX, LAOIS",Laois,R32XH63,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"76 Coach Way, Ashbourne",Meath,,"€440,484.58",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8 An Gallan Nua  Loughville, Lahinch Rd, Ennis",Clare,,"€330,395.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8 Bay View, Red Barns Road, Dundalk",Louth,,"€301,800.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8 HOWTH LODGE, CLAREMONT RD, DUBLIN",Dublin,D13V296,"€690,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8 THE REGALS, LUSK, CO DUBLIN",Dublin,,"€180,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8 THE STABLE YARD, BALBRIGGAN ST, SKERRIES",Dublin,K34WY96,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"80 TRIMLESTON GARDENS, BOOTERSTOWN, DUBLIN",Dublin,A94Y282,"€985,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"85 CEOL NA HABHANN, HUNDREDACRES EAST, CAHERCONLISH",Limerick,V94PNK1,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"87 PARK DRIVE AVE, CASTLEKNOCK, DUBLIN 15",Dublin,D15H762,"€478,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"88 STILLORGAN WOOD, STILLORGAN, DUBLIN",Dublin,A94TX92,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"8A SHANNON WEIR, ATHLONE, CO WESTMEATH",Westmeath,N37NY38,"€185,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"9 CRESTWOOD RD, ASHBOURNE, MEATH",Meath,A84FA39,"€406,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"95 Ard Raithni, Bearna",Galway,,"€270,761.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"98 KILDONAN RD, FINGLAS WEST, DUBLIN 11",Dublin,D11E5V2,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"Apartment 77, Orby, Phoenix Park Racecourse",Dublin,,"€486,238.53",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"APARTMENT G LEGION HALL, 25 ASHE STREET, CLONAKILTY",Cork,P85F660,"€152,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"APT 16, ASHEFIELD, MULLLINGAR",Westmeath,N91HT95,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"APT 41 HAWTHORN VILLAGE, SALLINS RD, CASTLEBAR",Mayo,F23VW80,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"APT 505, THE EDGES, BEAON SOUTH QUATERS DUBLIN 18",Dublin,D18X6K3,"€323,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"APT 5, DEMAC CENTRE, BALLINA",Mayo,F26P792,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"ARD NA GREINE, COOLATOODER, BALLINHASSIG",Cork,T12ED6K,"€545,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"ARDEEVIN, MULLINGAR, WESTMEATH",Westmeath,N91K5Y0,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"BALLYCUDDIHY, JOHNSTOWN, CO KILKENNY",Kilkenny,,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"BALLYDONOHOE, KILFINANE, COSHLEA",Limerick,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"BALLYGRACE, CHURCHTOWN, MALLOW",Cork,P51HN2F,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"BALLYKILMURRAY UPPER, HACKETSTOWN, COUNTY WICKLOW",Wicklow,R93K799,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"BALLYLOUGHANE, CARRIGKERRY, ATHEA",Limerick,V94N2HF,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CANNUTE, CANOWER, CASHEL",Galway,H91YKN7,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CAPPINCUR, TULLAMORE, OFFALY",Offaly,R35YX67,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CARROWNTUBBER, BALLA, CASTLEBAR",Mayo,F23H328,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CHAPLETOWN, BALLYEAE, FENIT",Kerry,V92CR63,"€715,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CLONMINAM ROAD, PORTLAOISE, LAOIS",Laois,R32CFT4,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CLONMORE HOUSE, CLONMORE, RHODE",Offaly,R35KX61,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CLONOOSE LITTLE, BALLYHEELAN, KILNALECK",Cavan,A82AX66,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"Collacurragh, BALLACOLLA",Laois,R32W9F6,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"COOLNABEASOON, BALLYMACARBRY, CO. WATERFORD",Waterford,E91DK16,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CORNAKILL, KINGSCOURT, CAVAN",Cavan,,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"CROWENSTOWN, DELVIN, WESTMEATH",Westmeath,N91K590,"€377,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"DRUMKEEN, CAUSEWAY, TRALEE",Kerry,V92H0F1,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"DUNELM, DWYER ROAD, MIDLETON",Cork,P25PC85,"€640,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"GALEN, FERBANE, CO OFFALY",Offaly,,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"GROUND FLOOR APARTMENT, 44 UPPER DRUMCONDRA ROAD, DUBLIN 9",Dublin,D09XTF8,"€1,060,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"JOHNSTOWN, BENNEKERRY, CARLOW",Carlow,R93T206,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"KILCARRAGH, KILLFENORA, CO CLARE",Clare,V95VK85,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"KILCLOON COTTAGE, KILCLOON, MEATH",Meath,A85DY61,"€337,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"KYLE, YOUGHAL, CORK",Cork,P36WY96,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"LIGHTHOUSE DWELLINGS, CORCLOUGH WEST, BELMULLET",Mayo,F26FX23,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"LISMONT, BALLYNOE HILL, COBH",Cork,P24W387,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"MAIN STREET, SIXMILEBRIDGE, CO. CLARE",Clare,V95E8F8,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"MEADOWFIELD HOUSE, BALLYOGAN RD, SANDYFORD DUBLIN 18",Dublin,D18C6P9,"€1,350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"MONALOUR, LISMORE, WATERFORD",Waterford,P51CF66,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"MOORECHURCH, JULIANSTOWN, MEATH",Meath,A92H582,"€1,000,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"MULLALOUGHER, BALLYHAISE, CAVAN",Cavan,H12RC99,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"ORCHARD HOUSE, MOYLE ABBEY, BALLYTORE",Kildare,R14DA68,"€257,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"SPITAL, BUTTEVANT, CORK",Cork,P51R3N2,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"ST JUDE, RATHCOOLE, DUNLEER",Louth,A92F3X5,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"THE FORGE, WEST STREET, TALLOW",Waterford,P51X7K2,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"THORNBERRY COTTAGE, CURRAGH CHASE, LIMERICK",Limerick,,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"TOWNHOUSE 8, REAR OF MAIN ST, BALLA",Mayo,D05Y9W0,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
12/03/2026,"WHITEHALL, KILRUANE, NENAGH",Tipperary,E45CD98,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"1 CRAIGLANDS, ARDEEVIN ROAD, DALKEY",Dublin,A96F792,"€987,100.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"1 GARRAI GLAS, COROFIN, TUAM",Galway,H54PW35,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"1 The Crest, Harpers Creek, Glounthaune",Cork,,"€660,792.95",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"10 DUN EMER LAWN, LUSK, DUBLIN",Dublin,K45WK52,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"10 HOLYWELL AVE, FELTRIM HALL, KINSEALY",Dublin,K67RR50,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"10 MARIAN PARK, PORTUMNA, GALWAY",Galway,H53FC64,"€194,950.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"10 ST MULTOSE WALK, ROSE ABBEY, KINSALE",Cork,P17PH60,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"100 RATHFARNHAM WOOD, RATHFARNHAM, DUBLIN 14",Dublin,D14X5F9,"€950,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"105 DONNYCARNEY RD, DUBLIN 9, DUBLIN",Dublin,D09P2P5,"€482,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"107 An Tobar, Patrickswell",Limerick,,"€387,665.20",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"11 EMMETT PLACE, CARNEW, CO WICKLOW",Wicklow,Y14K461,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"11 JACOBS ISLAND, MAHON POINT, BLACKROCK",Cork,T12RY7A,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"11 KILBARRON DR, KILMORE WEST, COOLOCK DUBLIN 5",Dublin,D05AD62,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"11 KINGSMILL COURT, 62 64 BOLTON ST, DUBLIN 1",Dublin,D01DH22,"€314,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"110 ST JOHNS PARK EAST, CLONDALKIN, DUBLIN 22",Dublin,D22P3Y1,"€451,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"117 BURNELL COURT, MALAHIDE RD, NORTHERN CROSS",Dublin,D17YP49,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"12 BRINDLEY PARK COURT, ASHBOURNE, MEATH",Meath,A84V201,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"12 LEUKOS RD, DUBLIN 4, DUBLIN",Dublin,D04VP66,"€607,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"12 MELVILLE WAY, CITYSIDE, MEEKSTOWN DUBLIN 11",Dublin,D11XY54,"€306,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"12 WESTMILL PLACE, MILLERS GLEN, SWORDS",Dublin,K67W7V2,"€246,920.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"13 NICKER, PALLASGREEN, LIMERICK",Limerick,V94PN8R,"€239,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"13 PROSPECT, NAUL RD, BALBRIGGAN",Dublin,K32XY63,"€462,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"13 TEMPLEMORE AVE, RATHGAR, DUBLIN 6",Dublin,D06F2X6,"€1,325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"13 THE BELFRY, COCKHILL, CAVAN",Cavan,H12R6X0,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"133 WEST AVENUE, PARK GATE, FRANKFIELD",Cork,T12CXP3,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"149 TEMPLE COURT, NORTHWOOD, SANTRY DUBLIN 9",Dublin,D09C673,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"15  HANSON  WOOD, DUNSHAUGHLIN, COUNTY MEATH",Meath,A85PK79,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"15 CARRIGMORE DOWNS, CITYWEST, SAGGART DUBLIN 24",Dublin,D24NY66,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"15 Oakfield Drive, Oakfield, Dunboyne",Meath,,"€519,823.78",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"15 SYCAMORE AVE, LACKEN WOOD, WATERFORD",Waterford,X91D79E,"€302,500.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"15A GATEWAY AVENUE, 109 THE GATEWAYS, BALLYMUN DUBLIN 11",Dublin,D11EC62,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"17 GLINPARK DR, PALMERSTOWN, DUBLIN 20",Dublin,D20FT93,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"17 MUCKROSS GROVE, PERRYSTOWN, DUBLIN 12",Dublin,D12R3N0,"€730,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"176 ROCHESTOWN AVE, DUN LAOGHAIRE, DUBLIN",Dublin,A96C840,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"18 ARANLEIGH VALE, RATHFARNHAM, DUBLIN 14",Dublin,D14H5R9,"€830,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"18 THE WATERFRONT, DROMOD, LEITRIM",Leitrim,N41AW80,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"19 CHANCERY COURT, BRIDE ST, DUBLIN",Dublin,D08PH39,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"19 Radharc an Chnoic, Tulla",Clare,,"€234,850.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"19 ROSETOWN VILLAGE, ROSSLARE, CO WEXFORD",Wexford,Y35CF88,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"195 Millquarter, Gorey",Wexford,,"€343,612.33",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"198 BACHELORS WALK, DUBLIN 1, DUBLIN",Dublin,D01RD37,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"1A KILLINCARRIG MANOR, GREYSTONES, CO. WICKLOW",Wicklow,A63E7W8,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"2 MILLRACE, BELLNAMULLA, ATHLONE",Roscommon,N37H5C2,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"2 WOODLANDS TERRACE, VEVAY RD, BRAY",Wicklow,A98D7V0,"€455,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"20 Sylvan Way, Janeville, Cork Road",Cork,,"€427,312.77",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"202 CROSBIES YARD, OSSORY RD, DUBLIN 3",Dublin,D03TY44,"€386,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
13/03/2026,"21 SLIEVEKEALE RD, WATERFORD, WATERFORD",Waterford,X91C92Y,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
